Index,HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Lat,Lng
3458,Ascension,Dell Children's Medical Group Gastroenterology,225 E. Beauregard Ave.,,San Angelo,TX,76903,29.8564,-97.9524
3459,Ascension,Ascension Seton Kozmetsky Community Health Center,3706 S 1st St.,,Austin,TX,78704,30.2287,-97.7688
3460,Ascension,Ascension Seton Highland Lakes Physical Therapy - Marble Falls,1800 Mormon Mill Rd Suite B,,Marble Falls,TX,78654,30.5867,-98.2699
3461,Ascension,Ascension Seton Diabetes Education Services at Ascension Seton Southwest Hospital,7900 Farm to Market Road 1826,,Austin,TX,78737,30.2268,-97.8915
3462,Ascension,Ascension Seton Williamson Birthing Center,201 Seton Pkwy,,Round Rock,TX,78665,30.5671,-97.6513
3463,Ascension,Specially For Children - Round Rock,1000 Hesters Crossing Rd,,Round Rock,TX,78681,30.4838,-97.6917
3464,Ascension,"Ascension Seton Highland Lakes Physical, Occupational and Speech Pathology - Burnet",1601 South Water St,,Burnet,TX,78611,30.7441,-98.2315
3465,Ascension,Seton Heart Institute - Family Health Center of Bastrop,3101 Highway 71 E. #107,,Bastrop,TX,78602,30.1036,-97.293
3466,Ascension,Seton Physician Hospital Network,7715 Chevy Chase Dr,,Austin,TX,78752,30.3397,-97.7034
3467,Ascension,Seton Diagnostic Center,441 Texas 71,,Bastrop,TX,78602,30.1038,-97.2907
3468,Ascension,Ascension Seton Northwest Birthing Center,1113 Research Blvd,,Austin,TX,78759,30.4791,-97.803
3469,Ascension,West Texas Rehabilitation Center,3001 South Jackson St,,San Angelo,TX,76904,31.4327,-100.457
3470,Ascension,University Physicians Group - Lockhart,209 South Church St Suite A,,Lockhart,TX,78644,29.8831,-97.6733
3471,Ascension,Seton Heart Institute - Ascension Seton Lockhart Specialty Clinic,209 South Church St Suite A,,Lockhart,TX,78644,29.8831,-97.6733
3472,Ascension,Seton Heart Institute - Ascension Seton Northwest Medical Plaza,11111 Research Blvd #360,,Austin,TX,78759,30.4054,-97.7438
3473,Ascension,Ascension Seton Bastrop,630 Hwy 71 W,,Bastrop,TX,78602,30.105,-97.3095
3474,Ascension,Ascension Seton Elgin Health Center,200 Roy Rivers Road,,Elgin,TX,78621,30.3483,-97.3946
3475,Ascension,Seton Heart Institute - Family Medicine Clinic,207 West Ave. E. Suite 1000,,Lampasas,TX,76550,31.0715,-98.1873
3476,Ascension,Ascension Medical Group at Solid Oaks,15808 Ranch Rd 620 N Suite 100,,Austin,TX,78717,30.4877,-97.7314
3477,Ascension,RediClinic Lakeline,14028 U.S. 183 Bldg A,,Austin,TX,78717,30.4768,-97.8039
3478,Ascension,Ascension Seton Hays Birthing Center,6001 Kyle Pkwy,,Kyle,TX,78640,30.0084,-97.853
3479,Ascension,Dell Children's Blood & Cancer Center - Hematology Clinic,1000 Hesters Crossing Rd,,Round Rock,TX,78681,30.4838,-97.6917
3480,Ascension,Dell Children's Blood & Cancer Center,1301 Barbara Jordan Blvd #401,,Austin,TX,78723,30.3053,-97.707
3481,Ascension,Seton Brain & Spine Institute Neurology-Seton Medical Center Austin,1201 West 38th St,,Austin,TX,78705,30.3056,-97.7453
3482,Ascension,Dell Children's Rehabilitation Center - Seton Southwest,7900 Farm to Market Road 1826 #102,,Austin,TX,78737,30.2268,-97.8915
3483,Ascension,RediClinic Kyle,5401 Farm to Market 1626,,Kyle,TX,78640,30.0159,-97.862
3484,Ascension,Ascension Seton Bertram Healthcare Center,160 North Lampasas St,,Bertram,TX,78605,30.7442,-98.0566
3485,Ascension,RediClinic Tech Ridge,500 West Canyon Ridge Dr,,Austin,TX,78753,30.4046,-97.6727
3486,Ascension,Seton Brain & Spine Institute Physical Medicine & Rehabilitation at 11111 Research Blvd,11111 Research Blvd #395,,Austin,TX,78759,30.4054,-97.7438
3487,Ascension,RediClinic Round Rock,1700 East Palm Valley Blvd,,Round Rock,TX,78664,30.5188,-97.6585
3488,Ascension,Central Texas Center for Pigmentary Disorders,313 East 12th St #103,,Austin,TX,78701,30.2727,-97.7377
3489,Ascension,Ascension Seton Edgar B. Davis,130 Hays St,,Luling,TX,78648,29.6728,-97.6547
3490,Ascension,Seton Family of Doctors - Women's Health,5301 Davis Ln #100,,Austin,TX,78749,30.208,-97.8633
3491,Ascension,Seton Family of Doctors at Balcones Woods,11149 Research Blvd #210,,Austin,TX,78759,30.4071,-97.7439
3492,Ascension,Seton Heart Institute - Lockhart Family Medicine,1009 W. San Anotnio St.,,Lockhart,TX,78644,29.8836,-97.6849
3493,Ascension,Children's Comprehensive Care Clinic,5339 North Interstate Highway 35 #100,,Austin,TX,78723,30.3131,-97.7084
3494,Ascension,Ascension Medical Group Round Rock,201 University Oaks Blvd #1260,,Round Rock,TX,78665,30.5555,-97.6873
3495,Ascension,Dell Children's Medical Center Outpatient Pharmacy,4900 Mueller Blvd 4th Floor,,Austin,TX,78723,30.3035,-97.7074
3496,Ascension,Ascension Seton Diabetes Education Center,5555 North Lamar Blvd Building D Suite 125,,Austin,TX,78751,30.3233,-97.726
3497,Ascension,Seton Family of Doctors Seton Institute of Reconstructive Plastic Surgery at 6811 Austin Center Blvd,6811 Austin Center Blvd #420,,Austin,TX,78731,30.3507,-97.7504
3498,Ascension,Seton Maternal Fetal Medicine,1201 West 38th St 2nd Floor,,Austin,TX,78705,30.3056,-97.7453
3499,Ascension,Ascension Seton Infusion Center,1601 Trinity St #804,,Austin,TX,78712,30.2772,-97.735
3500,Ascension,Ascension Seton Diabetes Education Services at Good Health Commons,301 Seton Pkwy Suite 104,,Round Rock,TX,78665,30.5658,-97.6495
3501,Ascension,Ascension Business Office,1345 Philomena St,,Austin,TX,78723,30.3015,-97.7082
3502,Ascension,Seton Heart Institute - Far West,6811 Austin Center Blvd #410,,Austin,TX,78731,30.3507,-97.7504
3503,Ascension,Seton Occupational Health Clinic,1345 Philomena St #102,,Austin,TX,78723,30.3015,-97.7082
3504,Ascension,Ascension Seton Southwest,7900 Farm to Market Road 1826,,Austin,TX,78737,30.2268,-97.8915
3505,Ascension,Seton Spine & Rehabilitation Center,5301 Davis Ln #200,,Austin,TX,78749,30.208,-97.8633
3506,Ascension,Seton Brain & Spine Institute Neurology at 1180 Seton Pkwy,1180 Seton Pkwy #150,,Kyle,TX,78640,30.0098,-97.852
3507,Ascension,Seton Cove Spiritual Center,3708 Crawford St,,Austin,TX,78731,30.3077,-97.7495
3508,Ascension,Seton Family of Doctors at Hays,5103 Kyle Center Dr #103,,Kyle,TX,78640,30.0141,-97.8645
3509,Ascension,Ascension Seton Breast Care Center,1201 West 38th St,,Austin,TX,78705,30.3056,-97.7453
3510,Ascension,Ascension Medical Group San Marcos,2108 Hunter Rd #116,,San Marcos,TX,78666,29.8648,-97.9646
3511,Ascension,University Physicians Group Dermatology,313 East 12th St 103,,Austin,TX,78701,30.2727,-97.7377
3512,Ascension,Austin Dermatologic Surgery - Downtown,1601 Trinity Street #704B,,Austin,TX,78712,30.2772,-97.735
3513,Ascension,Austin Dermatologic Surgery - Buda,5235 Overpass Rd #200B,,Buda,TX,78610,30.0781,-97.8196
3514,Ascension,Saint Thomas Medical Partners - Express Care - Hickman,1518 Tennessee 100,,Centerville,TN,37033,35.8291,-87.4358
3515,Ascension,Saint Thomas Medical Partners - Hendersonville,114 Saundersville Rd,,Hendersonville,TN,37075,36.3259,-86.5929
3516,Ascension,Howell Allen Clinic,2011 Murphy Ave #301,,Nashville,TN,37203,36.1552,-86.8034
3517,Ascension,Ascension Saint Thomas Heart - Lebanon,100 Physicians Way Ste 300,,Lebanon,TN,37090,35.2719,-87.3206
3518,Ascension,Ascension Saint Thomas Heart - Ashland City,342 Frey Street,,Ashland City,TN,37015,35.7787,-87.4597
3519,Ascension,Saint Thomas Medical Partners - Walnut Commons,120 Walnut Commons Ln Suite D,,Cookeville,TN,38501,36.1427,-85.5133
3520,Ascension,Ascension Saint Thomas Heart - Fayetteville - South Elk,207 Elk Avenue South,,Fayetteville,TN,37334,35.1506,-86.5698
3521,Ascension,Ascension Saint Thomas Heart - Knoxville (Turkey Creek),"10800 Parkside Drive, Ste. 331",,Knoxville,TN,37934,35.2719,-87.3206
3522,Ascension,Saint Thomas Medical Partners - Neurology - DePaul,1800 Medical Center Pkwy #410,,Murfreesboro,TN,37129,35.86,-86.4262
3523,Ascension,Saint Thomas Medical Partners - Endocrinology - Lebanon,100 Physician's Way #330,,Lebanon,TN,37090,36.178,-86.3268
3524,Ascension,Howell Allen Clinic - Neurosurgery - Lenox Village,6130 Nolensville Pike,,Nashville,TN,37211,36.1552,-86.8034
3525,Ascension,Saint Thomas Heart - Lewisburg,1080 North Ellington Pkwy,,Lewisburg,TN,37091,35.4646,-86.7856
3526,Ascension,River Park Community Pharmacy on the Campus of Ascension Saint Thomas River Park Hospital,140 Vocational Technical Drive,,McMinville,TN,37110,36.1549,-86.8014
3527,Ascension,Howell Allen Clinic - Neurosurgery - Bellevue,5700 Temple Rd,,Nashville,TN,37221,36.1523,-86.8018
3528,Ascension,Saint Thomas Medical Partners - Endocrinology and Gastroenterology - Hendersonville,264 New Shackle Island Rd #103,,Hendersonville,TN,37075,36.3229,-86.6204
3529,Ascension,Ascension Saint Thomas Heart - New Salem,2723 New Salem Rd,,Murfreesboro,TN,37128,35.8607,-86.4265
3530,Ascension,Ascension Saint Thomas Heart - Crossville,1645 S. Main Street,,Crossville,TN,38555,36.1427,-85.5133
3531,Ascension,Saint Thomas Medical Partners - Nashville,"300 20th Avenue North Floors 7, 8, 9",,Nashville,TN,37203,36.1549,-86.8014
3532,Ascension,Saint Thomas Medical Partners - Maplewood High School,401 Walton Ln,,Nashville,TN,37216,36.2324,-86.75
3533,Ascension,Saint Thomas Center for Breast Health - Midtown,2004 Hayes St #150,,Nashville,TN,37203,36.1523,-86.8018
3534,Ascension,Ascension Saint Thomas Heart - Portland,934 South Broadway Suite C,,Portland,TN,37148,36.5534,-86.507
3535,Ascension,Saint Thomas Medical Partners - Gynecology - Sparta,417 Sewell Dr,,Sparta,TN,38583,35.9493,-85.4765
3536,Ascension,Saint Thomas Medical Partners - Sparta at Sewell Drive,435 Sewell Dr,,Sparta,TN,38583,35.9487,-85.4759
3537,Ascension,Saint Thomas Heart - Tullahoma,100 William Northern Blvd,,Tullahoma,TN,37388,35.3798,-86.2296
3538,Ascension,Howell Allen Clinic - Mid State Neurosurgery - McMinnville,"1589 Spart Road, Suite 301",,McMinnville,TN,37110,36.178,-86.3268
3539,Ascension,Saint Thomas Medical Partners Breast Surgery - Mt. Juliet,108 Providence Trail,,Mt. Juliet,TN,37122,35.86,-86.4262
3540,Ascension,Hickman Charitable Pharmacy at Saint Thomas Medical Partners - Hickman Clinic,150 E Swan St,,Centerville,TN,37033,36.1549,-86.8014
3541,Ascension,Ascension Saint Thomas Medical Partners - Gynecology - Cookeville,120 Walnut Commons Ln Ste. C,,Cookeville,TN,38501,35.9488,-85.4773
3542,Ascension,Saint Thomas Medical Partners - Gynecologic Oncology Midtown,2004 Hayes St #205,,Nashville,TN,37203,36.1523,-86.8019
3543,Ascension,Ascension Saint Thomas Heart - Hermitage,5045 Old Hickory Blvd #200,,Nashville,TN,37076,36.1925,-86.6185
3544,Ascension,Saint Thomas Medical Partners - Gastroenterology - Lebanon,100 Physician's Way #330,,Lebanon,TN,37090,36.178,-86.3268
3545,Ascension,Ascension Saint Thomas Rutherford Birthing Center,1700 Medical Center Pkwy,,Murfreesboro,TN,37129,35.861,-86.4252
3546,Ascension,Ascension Saint Thomas Medical Partners - Gastroenterology - Mt. Juliet,108 Providence Trail,,Mt. Juliet,TN,37122,36.178,-86.3268
3547,Ascension,Ascension Saint Thomas Heart - Sumner Medical Group - Gallatin - Saint Blaise Road,110 Saint Blaise Rd,,Gallatin,TN,37066,36.3223,-86.7031
3548,Ascension,Saint Thomas Heart - Antioch,3754 Murfreesboro Pike,,Antioch,TN,37013,35.7787,-87.4597
3549,Ascension,Saint Thomas Medical Partners - Breast Surgery - Murfreesboro,1800 Medical Center Pkwy #450,,Murfreesboro,TN,37129,35.86,-86.4262
3550,Ascension,Ascension Saint Thomas DeKalb,520 West Main St,,Smithville,TN,37166,35.9614,-85.8295
3551,Ascension,Ascension Saint Thomas Heart - Fayetteville - Lincoln Medical Center,108 Medical Center Blvd #125,,Fayetteville,TN,37334,35.149,-86.5558
3552,Ascension,Ascension Saint Thomas Heart - Carthage,107 Health Care Dr Building 3,,Carthage,TN,37030,36.2633,-85.9488
3553,Ascension,Saint Thomas Heart - Clarksville,647 Dunlop Ln #200,,Clarksville,TN,37040,36.5822,-87.2706
3554,Ascension,Saint Thomas Medical Partners - Franklin,3301 Aspen Grove Dr #100,,Franklin,TN,37067,35.944,-86.8278
3555,Ascension,Ascension Saint Thomas Heart - Goodlettsville,900 Conference Dr #8,,Goodlettsville,TN,37072,36.3223,-86.7031
3556,Ascension,Saint Thomas Medical Partners - Hermitage,4777 Andrew Jackson Pkwy Ste 102,,Nashville,TN,37076,36.2204,-86.5969
3557,Ascension,Ascension Saint Thomas Heart - Smithville,518 W. Main Street,,Smithville,TN,37166,35.9493,-85.4765
3558,Ascension,Saint Thomas Medical Partners - Sumner Medical Group - Gallatin - Saint Blaise Road,110 Saint Blaise Rd,,Gallatin,TN,37066,36.3563,-86.5041
3559,Ascension,Saint Thomas Medical Partners - Sumner Medical Group - Gallatin - Steam Plant Rd.,300 Steam Plant Rd #300,,Gallatin,TN,37066,36.3896,-86.4341
3560,Ascension,Saint Thomas Medical Partners - Gastroenterology,300 20th Avenue North Fl 8,,Nashville,TN,37203,36.1549,-86.8014
3561,Ascension,Saint Thomas Medical Partners - Breast and Endocrine Surgery - Nashville,2004 Hayes St #140,,Nashville,TN,37203,36.1523,-86.8018
3562,Ascension,Ascension Saint Thomas Heart - Pulaski,215 South Cedar Ln,,Pulaski,TN,38478,35.1954,-87.0216
3563,Ascension,Saint Thomas Medical Partners - Neurology - Nashville,300 20th Avenue North 9th Floor,,Nashville,TN,37203,36.1549,-86.8014
3564,Ascension,Ascension Saint Thomas Hospital,4220 Harding Pike,,Nashville,TN,37205,36.1293,-86.8445
3565,Ascension,Saint Thomas Medical Partners - Family Health Center - West,5201 Charlotte Pike,,Nashville,TN,37209,36.1515,-86.8502
3566,Ascension,Howell Allen Clinic - Mid State Neurosurgery - Shelbyville,1114 N. Main Street Suite B,,Shelbyville,TN,37160,36.1296,-86.8446
3567,Ascension,Ascension Saint Thomas Center for Sleep - Hendersonville,114 Saundersville Rd,,Hendersonville,TN,37075,36.1925,-86.6185
3568,Ascension,Plaza Pharmacy at Ascension Saint Thomas Hospital West Campus,4230 Harding Rd Ste A214,,Nashville,TN,37205,36.1549,-86.8014
3569,Ascension,Saint Vincent Pharmacy at Ascension Saint Thomas Hospital,2000 Church st,,Nashville,TN,37236,36.1549,-86.8014
3570,Ascension,Howell Allen Clinic - Neurosurgery - Imaging Center,"2214 Elliston Place, Suite 200",,Nashville,TN,37203,36.1523,-86.8018
3571,Ascension,Saint Louise Pharmacy at Saint Thomas Medical Partners - Saint Louise Clinic,1020 North Highland Ave,,Murfreesboro,TN,37130,36.1549,-86.8014
3572,Ascension,Saint Thomas Center for Breast Health - West,4220 Harding Pike #1,,Nashville,TN,37205,36.1302,-86.8443
3573,Ascension,Saint Thomas Medical Partners - Endocrinology - Hendersonville,114 Saundersville Rd,,Hendersonville,TN,37075,36.3259,-86.5929
3574,Ascension,Ascension Saint Thomas Hospital West Emergency Department,4220 Harding Pike,,Nashville,TN,37205,35.7795,-87.459
3575,Ascension,Ascension Saint Thomas Heart - Rutherford,1840 Medical Center Pkwy #201,,Murfreesboro,TN,37129,35.8607,-86.4265
3576,Ascension,Ascension Saint Thomas Rutherford,1700 Medical Center Pkwy,,Murfreesboro,TN,37129,35.861,-86.4252
3577,Ascension,Saint Thomas Medical Partners - Saint Louise Family Medicine Center,1020 North Highland Ave Suite A,,Murfreesboro,TN,37130,35.8569,-86.3815
3578,Ascension,Saint Thomas Medical Partners - Mt. Juliet,108 Providence Trail,,Mt. Juliet,TN,37122,36.1696,-86.5038
3579,Ascension,Saint Thomas Joint Replacement Institute,2000 Church St,,Nashville,TN,37236,36.1539,-86.8025
3580,Ascension,Ascension Saint Thomas Heart - Lawrenceburg,2121 North Locust Ave #6,,Lawrenceburg,TN,38464,35.2719,-87.3206
3581,Ascension,Saint Thomas Medical Partners - Express Care - Midtown,1911 State St,,Nashville,TN,37203,36.1547,-86.8003
3582,Ascension,Ascension Saint Thomas Heart - Hendersonville,114 Saundersville Rd,,Hendersonville,TN,37075,35.2719,-87.3206
3583,Ascension,Ascension Saint Thomas Heart - Mt. Juliet,108 Providence Trail,,Mt. Juliet,TN,37122,35.8607,-86.4265
3584,Ascension,Ascension Saint Thomas Heart - Pleasant View,6294 Highway 41A South,,Pleasant View,TN,37146,35.636,-88.1232
3585,Ascension,Saint Thomas Medical Partners Center for Surgical and Medical Weight Loss,300 20th Avenue North #301,,Nashville,TN,37203,36.1549,-86.8014
3586,Ascension,Ascension Saint Thomas Gastroenterology - Hendersonville,114 Saundersville Rd,,Hendersonville,TN,37075,36.1549,-86.8014
3587,Ascension,Ascension Saint Thomas Center for Sleep - Gallatin - Saint Blaise Road,110 Saint Blaise Rd,,Gallatin,TN,37066,36.1925,-86.6185
3588,Ascension,Howell Allen Clinic - Mid State Neurosurgery - Murfreesboro,1800 Medical Center Pkwy #300,,Murfreesboro,TN,37129,35.86,-86.4262
3589,Ascension,Ascension Saint Thomas Medical Partners - Physical Therapy - Mt. Juliet,108 Providence Trail,,Mt. Juliet,TN,37122,36.1925,-86.6185
3590,Ascension,Saint Thomas Medical Partners - Obstetrics and Gynecology Center,2010 Church St #201,,Nashville,TN,37203,36.1539,-86.8024
3591,Ascension,Saint Thomas Medical Partners - Saint Louise Oak Creek,1020 North Highland Ave,,Murfreesboro,TN,37130,35.8569,-86.3815
3592,Ascension,Ascension Saint Thomas Heart at Waverly,451 Tennessee 13,,Waverly,TN,37185,36.0757,-87.7924
3593,Ascension,Saint Thomas Medical Partners - Sleep Medicine - Murfreesboro,1800 Medical Center Pkwy #450,,Murfreesboro,TN,37129,35.86,-86.4262
3594,Ascension,Saint Thomas Heart - McKenzie,205 Hospital Dr,,McKenzie,TN,38201,36.1363,-88.4892
3595,Ascension,Saint Thomas Medical Partners Gynecologic Oncology - Murfreesboro,1800 Medical Center Pkwy #410,,Murfreesboro,TN,37129,35.86,-86.4262
3596,Ascension,Saint Thomas Heart - Dover,133 Dr. Robert H. Lee Dr,,Dover,TN,37058,36.4789,-87.8694
3597,Ascension,Saint Thomas Medical Partners - New Salem,2723 New Salem Rd,,Murfreesboro,TN,37128,35.8099,-86.4602
3598,Ascension,Saint Thomas Heart - Centerville,150 East Swan St,,Centerville,TN,37033,35.7787,-87.4597
3599,Ascension,Ascension Saint Thomas Hickman Emergency Department,135 East Swan St,,Centerville,TN,37033,35.7795,-87.459
3600,Ascension,Saint Thomas Heart - Columbia,1040 North James Campbell Blvd #101,,Columbia,TN,38401,35.6197,-87.0673
3601,Ascension,Saint Thomas Medical Partners - Gynecologic Oncology - Clarksville,647 Dunlop Ln #200,,Clarksville,TN,37040,36.5822,-87.2706
3602,Ascension,Saint Thomas Medical Partners - Orthopedic Sports Medicine & Sports Medicine - Sparta,423 Sewell Dr,,Sparta,TN,38583,35.9492,-85.4771
3603,Ascension,Saint Thomas Medical Partners - Breast Surgery - Franklin,4323 Carothers Pkwy #308,,Franklin,TN,37067,35.9167,-86.8193
3604,Ascension,Saint Thomas Medical Partners - The Holy Family Health Center,4928 Edmondson Pike #205,,Nashville,TN,37211,36.0755,-86.7275
3605,Ascension,Ascension Saint Thomas Heart - Paris,1015 Kelley Dr #200,,Paris,TN,38242,36.2951,-88.3089
3606,Ascension,Ascension Saint Thomas River Park Hospital Emergency Department,1559 Sparta St,,McMinnville,TN,37110,35.7001,-85.7428
3607,Ascension,Saint Thomas Medical Partners - Thoracic Surgery,4230 Harding Pike #530,,Nashville,TN,37205,36.1296,-86.8446
3608,Ascension,Ascension Saint Thomas Heart - Manchester,1615 McMinnville Hwy,,Manchester,TN,37355,35.4974,-86.0677
