HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Phone,Lat,Lng
Tenet Health,Lone Star Endoscopy,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,
Tenet Health,Baylor Orthopedic and Spine Hospital at Arlington,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,
Tenet Health,Baylor Surgicare at Mansfield,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,
Tenet Health,Baylor Surgicare at Grapevine,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,
Tenet Health,Baylor Medical Center at Trophy Club,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,
Tenet Health,Tuscan Surgery Center at Las Colinas,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,
Tenet Health,Baylor Surgical Hospital at Los Colinas,400 West I 635,,Irving,TX,75063,972-868-4000,,
Tenet Health,North Texas Surgery Center,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,
Tenet Health,Baylor Medical Center at Uptown,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,
Tenet Health,Park Cities Surgery Center,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,
Tenet Health,Baylor Surgicare,3920 Worth St,,Dallas,TX,75246,214-820-2581,,
Tenet Health,Baylor Surgicare at Denton,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,
Tenet Health,Baylor Surgicare at Carrollton,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,
Tenet Health,North Central Surgical Center,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,
Tenet Health,Baylor Surgicare at North Dallas,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,
Tenet Health,Texas Endoscopy- Plano West,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,
Tenet Health,Baylor Surgicare at Granbury,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,
Tenet Health,Baylor Surgicare at Plano,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,
Tenet Health,Baylor Surgicare at Plano Parkway,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,
Tenet Health,Baylor Scott & White Medical Center - Frisco,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,
Tenet Health,Baylor Surgicare at Garland,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,
Tenet Health,Texas Endoscopy- Plano East,8080 Independence,,Plano,TX,75025,972-908-3000,,
Tenet Health,Centennial Surgery Center,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,
Tenet Health,Baylor Surgicare at North Garland,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,
Tenet Health,Baylor Scott & White Medical Center - Sunnyvale,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,
Tenet Health,MedPost Urgent Care - Rowlett,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,
Tenet Health,MedPost Urgent Care - Sachse,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,
Tenet Health,MedPost Urgent Care - Rockwall Ridge Rd,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,
Tenet Health,Rockwall Surgery Center,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,
Tenet Health,MedPost Urgent Care - Rockwall Goliad,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,
Tenet Health,Baylor Scott & White Surgical Hospital at Sherman,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,
Tenet Health,Baylor Surgicare at Fort Worth,750 12th Avenueï¿½,,Fort Worth,TX,76104,817-334-5100,,
Tenet Health,Baylor Surgical Hospital at Fort Worth,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,
Tenet Health,Baylor Surgicare at Oakmont,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,
Tenet Health,Baylor Orthopedic and Spine Hospital at Arlington,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,
Tenet Health,Lone Star Endoscopy,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,
Tenet Health,Baylor Surgicare at Mansfield,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,
Tenet Health,Baylor Surgicare at Grapevine,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,
Tenet Health,Baylor Medical Center at Trophy Club,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,
Tenet Health,Tuscan Surgery Center at Las Colinas,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,
Tenet Health,Baylor Surgical Hospital at Los Colinas,400 West I 635,,Irving,TX,75063,972-868-4000,,
Tenet Health,North Texas Surgery Center,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,
Tenet Health,Baylor Medical Center at Uptown,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,
Tenet Health,Baylor Surgicare at Granbury,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,
Tenet Health,Baylor Surgicare,3920 Worth St,,Dallas,TX,75246,214-820-2581,,
Tenet Health,Park Cities Surgery Center,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,
Tenet Health,Baylor Surgicare at Denton,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,
Tenet Health,Baylor Surgicare at Carrollton,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,
Tenet Health,North Central Surgical Center,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,
Tenet Health,Baylor Surgicare at North Dallas,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,
Tenet Health,Texas Endoscopy- Plano West,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,
Tenet Health,Baylor Surgicare at Plano,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,
Tenet Health,Baylor Surgicare at Plano Parkway,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,
Tenet Health,Baylor Scott & White Medical Center - Frisco,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,
Tenet Health,Baylor Surgicare at Garland,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,
Tenet Health,Texas Endoscopy- Plano East,8080 Independence,,Plano,TX,75025,972-908-3000,,
Tenet Health,Centennial Surgery Center,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,
Tenet Health,Baylor Surgicare at North Garland,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,
Tenet Health,Baylor Scott & White Medical Center - Sunnyvale,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,
Tenet Health,MedPost Urgent Care - Rowlett,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,
Tenet Health,MedPost Urgent Care - Sachse,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,
Tenet Health,MedPost Urgent Care - Rockwall Ridge Rd,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,
Tenet Health,Rockwall Surgery Center,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,
Tenet Health,MedPost Urgent Care - Rockwall Goliad,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,
Tenet Health,Baylor Scott & White Surgical Hospital at Sherman,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,
Tenet Health,Baylor Surgical Hospital at Fort Worth,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,
Tenet Health,Baylor Surgicare at Fort Worth,750 12th Avenueï¿½,,Fort Worth,TX,76104,817-334-5100,,
Tenet Health,Baylor Surgicare at Oakmont,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,
Tenet Health,Lone Star Endoscopy,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,
Tenet Health,Baylor Orthopedic and Spine Hospital at Arlington,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,
Tenet Health,Baylor Medical Center at Trophy Club,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,
Tenet Health,Baylor Surgicare at Grapevine,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,
Tenet Health,Baylor Surgicare at Mansfield,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,
Tenet Health,Tuscan Surgery Center at Las Colinas,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,
Tenet Health,Baylor Surgical Hospital at Los Colinas,400 West I 635,,Irving,TX,75063,972-868-4000,,
Tenet Health,North Texas Surgery Center,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,
Tenet Health,Baylor Surgicare at Denton,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,
Tenet Health,Baylor Medical Center at Uptown,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,
Tenet Health,Baylor Surgicare at Carrollton,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,
Tenet Health,Park Cities Surgery Center,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,
Tenet Health,Baylor Surgicare,3920 Worth St,,Dallas,TX,75246,214-820-2581,,
Tenet Health,North Central Surgical Center,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,
Tenet Health,Texas Endoscopy- Plano West,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,
Tenet Health,Baylor Surgicare at North Dallas,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,
Tenet Health,Baylor Surgicare at Plano,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,
Tenet Health,Baylor Scott & White Medical Center - Frisco,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,
Tenet Health,Baylor Surgicare at Plano Parkway,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,
Tenet Health,Baylor Surgicare at Granbury,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,
Tenet Health,Centennial Surgery Center,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,
Tenet Health,Texas Endoscopy- Plano East,8080 Independence,,Plano,TX,75025,972-908-3000,,
Tenet Health,Baylor Surgicare at Garland,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,
Tenet Health,Baylor Surgicare at North Garland,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,
Tenet Health,MedPost Urgent Care - Rowlett,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,
Tenet Health,Baylor Scott & White Medical Center - Sunnyvale,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,
Tenet Health,MedPost Urgent Care - Sachse,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,
Tenet Health,MedPost Urgent Care - Rockwall Ridge Rd,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,
Tenet Health,Rockwall Surgery Center,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,
Tenet Health,MedPost Urgent Care - Rockwall Goliad,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,
Tenet Health,Baylor Scott & White Surgical Hospital at Sherman,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,
Tenet Health,Baylor Surgicare at Fort Worth,750 12th Avenueï¿½,,Fort Worth,TX,76104,817-334-5100,,
Tenet Health,Baylor Surgical Hospital at Fort Worth,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,
Tenet Health,Baylor Surgicare at Oakmont,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,
Tenet Health,Baylor Orthopedic and Spine Hospital at Arlington,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,
Tenet Health,Lone Star Endoscopy,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,
Tenet Health,Baylor Surgicare at Mansfield,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,
Tenet Health,Baylor Surgicare at Grapevine,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,
Tenet Health,Baylor Medical Center at Trophy Club,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,
Tenet Health,Tuscan Surgery Center at Las Colinas,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,
Tenet Health,Baylor Surgical Hospital at Los Colinas,400 West I 635,,Irving,TX,75063,972-868-4000,,
Tenet Health,North Texas Surgery Center,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,
Tenet Health,Baylor Medical Center at Uptown,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,
Tenet Health,Park Cities Surgery Center,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,
Tenet Health,Baylor Surgicare,3920 Worth St,,Dallas,TX,75246,214-820-2581,,
Tenet Health,Baylor Surgicare at Denton,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,
Tenet Health,Baylor Surgicare at Carrollton,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,
Tenet Health,North Central Surgical Center,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,
Tenet Health,Baylor Surgicare at North Dallas,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,
Tenet Health,Texas Endoscopy- Plano West,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,
Tenet Health,Baylor Surgicare at Granbury,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,
Tenet Health,Baylor Surgicare at Plano,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,
Tenet Health,Baylor Surgicare at Plano Parkway,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,
Tenet Health,Baylor Scott & White Medical Center - Frisco,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,
Tenet Health,Baylor Surgicare at Garland,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,
Tenet Health,Texas Endoscopy- Plano East,8080 Independence,,Plano,TX,75025,972-908-3000,,
Tenet Health,Centennial Surgery Center,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,
Tenet Health,Baylor Surgicare at North Garland,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,
Tenet Health,Baylor Scott & White Medical Center - Sunnyvale,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,
Tenet Health,MedPost Urgent Care - Rowlett,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,
Tenet Health,MedPost Urgent Care - Sachse,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,
Tenet Health,MedPost Urgent Care - Rockwall Ridge Rd,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,
Tenet Health,Rockwall Surgery Center,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,
Tenet Health,MedPost Urgent Care - Rockwall Goliad,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,
Tenet Health,Baylor Scott & White Surgical Hospital at Sherman,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,
Tenet Health,Baylor Surgicare at Fort Worth,750 12th Avenueï¿½,,Fort Worth,TX,76104,817-334-5100,,
Tenet Health,Baylor Surgical Hospital at Fort Worth,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,
Tenet Health,Baylor Surgicare at Oakmont,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,
Tenet Health,Lone Star Endoscopy,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,
Tenet Health,Baylor Orthopedic and Spine Hospital at Arlington,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,
Tenet Health,Baylor Surgicare at Mansfield,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,
Tenet Health,Baylor Medical Center at Trophy Club,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,
Tenet Health,Baylor Surgicare at Grapevine,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,
Tenet Health,Tuscan Surgery Center at Las Colinas,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,
Tenet Health,Baylor Surgical Hospital at Los Colinas,400 West I 635,,Irving,TX,75063,972-868-4000,,
Tenet Health,North Texas Surgery Center,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,
Tenet Health,Baylor Medical Center at Uptown,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,
Tenet Health,Baylor Surgicare at Granbury,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,
Tenet Health,Baylor Surgicare at Denton,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,
Tenet Health,Park Cities Surgery Center,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,
Tenet Health,Baylor Surgicare,3920 Worth St,,Dallas,TX,75246,214-820-2581,,
Tenet Health,Baylor Surgicare at Carrollton,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,
Tenet Health,North Central Surgical Center,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,
Tenet Health,Baylor Surgicare at North Dallas,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,
Tenet Health,Texas Endoscopy- Plano West,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,
Tenet Health,Baylor Surgicare at Plano,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,
Tenet Health,Baylor Surgicare at Plano Parkway,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,
Tenet Health,Baylor Scott & White Medical Center - Frisco,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,
Tenet Health,Baylor Surgicare at Garland,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,
Tenet Health,Texas Endoscopy- Plano East,8080 Independence,,Plano,TX,75025,972-908-3000,,
Tenet Health,Centennial Surgery Center,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,
Tenet Health,Baylor Surgicare at North Garland,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,
Tenet Health,Baylor Scott & White Medical Center - Sunnyvale,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,
Tenet Health,MedPost Urgent Care - Rowlett,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,
Tenet Health,MedPost Urgent Care - Sachse,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,
Tenet Health,MedPost Urgent Care - Rockwall Ridge Rd,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,
Tenet Health,Rockwall Surgery Center,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,
Tenet Health,MedPost Urgent Care - Rockwall Goliad,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,
Tenet Health,Baylor Scott & White Surgical Hospital at Sherman,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,
Tenet Health,Indiana Specialty Surgery Center,1380 W Arch Haven,,Bloomington,IN,47403,812-330-1164,,
Tenet Health,Terre Haute Surgical Center,227 E McCallister Dr,,Terre Haute,IN,47802,812-234-4315,,
Tenet Health,Effingham Ambulatory Surgery Center,904 W Temple Ave,,Effingham,IL,62401,217-342-1234,,
Tenet Health,The Endoscopy and Colonoscopy Center (STL ECC-Riverside),100 Village Square,,Hazelwood,MO,63042,314-373-8931,,
Tenet Health,Frontenac Surgery & Spine Care Center,10435 Clayton Rd,,Saint Louis,MO,63131,314-995-3990,,
Tenet Health,St. Louis Surgical Center,760 Office Pkwy,,Creve Coeur,MO,63141,314-995-4700,,
Tenet Health,Emerson Road Surgery Center,633 EMERSON RDSTE 140,,Creve Coeur,MO,63141,314-991-9922,,
Tenet Health,South County Outpatient Endoscopy Services (SCOPES),5139 Mattis Rd Ste 100,,Saint Louis,MO,63128,314-729-9780,,
Tenet Health,South County Outpatient Endoscopy Services (SCOPES),5139 Mattis Rd Ste 100,,Saint Louis,MO,63128,314-729-9780,,
Tenet Health,Old Tesson Surgery Center,12639 Old Tesson Rd Ste 130,,Saint Louis,MO,63128,314-748-4225,,
Tenet Health,Landmark Surgery Center (STL - Webster Surgery Ctr),9701 Landmark Parkway,,St Louis,MO,63127,314-729-0100,,
Tenet Health,Manchester Surgery Center,1040 Old Des Peres Rd,,Des Peres,MO,63131,314-775-2264,,
Tenet Health,Mid Rivers Surgery Center,5401 Veterans Memorial Pkwy Ste 100,,SAINT PETERS,MO,63376,636-441-0906,,
Tenet Health,Chesterfield Surgery Center,17050 Baxter Rd Ste 110,,Chesterfield,MO,63005,636-537-0122,,
Tenet Health,Twin Cities Surgery Center,1101 W Gannon Dr,,Festus,MO,63028,636-931-5997,,
Tenet Health,Twin Cities Surgery Center,1101 W Gannon Dr,,Festus,MO,63028,636-931-5997,,
Tenet Health,Effingham Ambulatory Surgery Center,904 W Temple Ave,,Effingham,IL,62401,217-342-1234,,
Tenet Health,Effingham Ambulatory Surgery Center,904 W Temple Ave,,Effingham,IL,62401,217-342-1234,,
Tenet Health,Good Samaritan Surgery Center,2 Good Samaritan WaySuite #200,,Mount Vernon,IL,62864,618-899-5703,,
Tenet Health,The Endoscopy and Colonoscopy Center (STL ECC-Riverside),100 Village Square,,Hazelwood,MO,63042,314-373-8931,,
Tenet Health,Frontenac Surgery & Spine Care Center,10435 Clayton Rd,,Saint Louis,MO,63131,314-995-3990,,
Tenet Health,St. Louis Surgical Center,760 Office Pkwy,,Creve Coeur,MO,63141,314-995-4700,,
Tenet Health,Emerson Road Surgery Center,633 EMERSON RDSTE 140,,Creve Coeur,MO,63141,314-991-9922,,
Tenet Health,South County Outpatient Endoscopy Services (SCOPES),5139 Mattis Rd Ste 100,,Saint Louis,MO,63128,314-729-9780,,
Tenet Health,South County Outpatient Endoscopy Services (SCOPES),5139 Mattis Rd Ste 100,,Saint Louis,MO,63128,314-729-9780,,
Tenet Health,Old Tesson Surgery Center,12639 Old Tesson Rd Ste 130,,Saint Louis,MO,63128,314-748-4225,,
Tenet Health,Landmark Surgery Center (STL - Webster Surgery Ctr),9701 Landmark Parkway,,St Louis,MO,63127,314-729-0100,,
Tenet Health,Manchester Surgery Center,1040 Old Des Peres Rd,,Des Peres,MO,63131,314-775-2264,,
