GlobalUltimate_Name,Headquarters_Name,BusinessName,Physical_Adr1,Physical_Adr2,Physical_City,Physical_State,Physical_Zip,Physical_Zip4,Country,Telephone
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Nuch of Massachusetts, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Nuch of Georgia, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Oklahoma Center For Orthopedic and Multi-Specialty Surgery, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Orlando Health/USP Surgery Centers, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Ortholink ASC Corporation,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Ortholink/New Mexico Asc, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Ortholink/Baptist Asc, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Pahs/USP Surgery Centers, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Palm Beach Gardens Cardiac and Vascular Partners, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Palm Beach International Surgery Center, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Palm Valley Medical Center Campus Association,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Park Cities Surgery Center, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Park Plaza Hospital Billing Center, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Parkway Recovery Care Center, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Physician Performance Network of South Carolina, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Phps-Chm Acquisition, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Physician Performance Network of Tucson, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Physician Performance Network of Detroit,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Behavioral Medicine Associates, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Carolina Ob/Gyn of York County, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Cardiovascular Physicians, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Express Care At Sutton Road, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Family Practice At Baxter Village, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Carolina Vascular Surgery, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Internal Medicine At Baxter Village, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Medical Center Cardiovascular Clinical Co-Management, L.L.c",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Physician Network, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Pulmonology, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Piedmont Urgent Care and Industrial Health Centers, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"PM Cyfair Land Partners, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Premier Aco Physicians Network, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Pres/USP Health Ventures, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Providence/Usp South Bay Surgery Centers, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Providence/Ucla/Usp Surgery Centers, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Providence/Usp Surgery Centers, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Domestic Holder LLC,500 Plaza Dr Ste G,,Secaucus,NJ,07094,3656,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Health & Wellness LLC,500 Plaza Dr Ste G,,Secaucus,NJ,07094,3656,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"RE Plano Med, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Reading Ambulatory Surgery Center, L.P.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Redmond Surgery Center, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Republic Health Corporation of Rockwall County,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Rheumatology Associates of Atlanta Medical Center, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Rockwall Ambulatory Surgery Center, L.L.P.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Roseville Surgery Center, L.P.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Agnes/USP Surgery Centers, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Francis Behavioral Health Associates, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Francis Cardiology Associates, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Francis Medical Partners, General Surgery, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Francis Quality Alliance, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Francis Cardiovascular Surgery, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Thomas Surgery Center New Salem, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Same Day SC of Central Nj, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"San Martin Surgery Center, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"San Ramon Asc, L. P.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"San Ramon Network Joint Venture, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Santa Barbara Outpatient Surgery Center, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Scnre, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Scripps/Usp Surgery Centers, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Sfmpe - Crittenden, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Shands/Solantic Joint Venture, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Shelby Baptist Affinity, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Silver Cross/USP Surgery Centers, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Sinai-Grace Premier Clinical Management Services LLC,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Slpa Aco, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Sl-Hlc, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Slh Physicians, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Sluh Anesthesia Physicians, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"South Carolina East Cooper Surgical Specialists, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"South Carolina Sewee Family Medicine, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"South Fulton Health Care Centers, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Southeast Michigan Physicians' Insurance Company,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Southern States Physician Operations, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Southwest Orthopedic and Spine Hospital Real Estate, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Spc At The Star, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Spine & Joint Physician Associates,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"St. Chris Onsite Pediatric Partners, L.L.c",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"St. Joseph's Hospital Surgical Co-Management, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,St. Mary's Hospital Cardiovascular Co-Management LLC,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"St. Mary's Levee Company, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"St. Vincent Health/Usp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Surgery Affiliate of El Paso, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Surgery Center At Mount Pleasant, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Surgery Center of Richardson Physician Partnership, L.P.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Surgical & Bariatric Associates of Atlanta Medical Center, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Surgical Institute Management, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Surginet, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Surgis of Redding, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet El Paso, Ltd.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet Fort Mill, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet Healthsystem Graduate, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet Healthsystem Nacogdoches ASC Gp, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet Patient Safety Organization, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet Physician Services - Hilton Head, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet Rehab Piedmont, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet South Carolina Lowcountry Ob/Gyn, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet SC East Cooper Hospitalists, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet South Carolina Gastrointestinal Surgical Specialists, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet South Carolina Island Medical, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenetcare Frisco, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tenet Ventures, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Texas Health Venture Carrollton, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Texas Health Venture Baylor Plano, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Texas Health Venture Texas Spine, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Texas Health Venture Plano Endo, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Texas Health Venture Plano Parkway, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Texas Health Venture Fort Worth, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Texas Health Venture Heritage Park, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,The Ambulatory Surgical Center of St Louis L P,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,The 6300 West Roosevelt Partnership,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,The Southeastern Spine Institute Ambulatory Surgery Center L L C,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,The Tresanti Surgical Center LLC,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Park Thv Cities LLC,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Bedford Thvg GP LLC,1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Bariatric, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Denton Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Arlington Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Bellaire Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Desoto Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Dsp Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Fort Worth Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Grapevine Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Frisco Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Irving-Coppell Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Lewisville Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Park Cities/Trophy Club Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg North Garland Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Thvg Valley View Gp, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Titan Health of Chattanooga, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Titan Health of North Haven, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Titan Health of Pleasant Hills, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Titan Health of West Penn, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Titan Health of Sacramento, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Titan Health of Westminster, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Total Joint Center of St. Louis, LP",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tower/USP Surgery Centers, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tpr Practice Management, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tps VI of Pa, L.L.C.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"True Results Georgia, Inc.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"True Medical Wellness, LP",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Tucson Digestive Institute, LLC",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Twin Cities Ambulatory Surgery Center, L.P.",1445 Ross Ave Ste 1400,,Dallas,TX,75202,2703,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Txar 5.01,500 Plaza Dr Ste G,,Secaucus,NJ,07094,3656,USA,
